@relation window9-weka.filters.supervised.instance.SMOTE-C0-K5-P1500.0-S1

@attribute Bepipred numeric
@attribute Iupred numeric
@attribute Seg {0,1}
@attribute Tmhmm {0,1,2,3}
@attribute True_epitope {0,1}

@data

-0.972111,0.207856,0,0,0
-1.006111,0.055122,0,0,0
0.603889,0.340967,0,0,0
0.011222,0.094833,0,0,0
0.045333,0.167367,0,0,0
-1.200889,0.159789,0,0,0
0.477,0.420889,0,0,0
1.242444,0.593322,1,0,0
0.512667,0.317822,0,0,0
-2.433111,0.005756,1,0,0
-0.020778,0.420833,0,0,0
-0.55,0.454867,0,0,0
0.803889,0.454456,0,0,0
1.067444,0.638844,1,0,0
0.906444,0.206956,0,0,0
0.821222,0.448067,1,0,0
1.777667,0.891667,1,0,0
2.483222,0.990622,0,0,0
-0.6,0.090333,0,0,0
-0.183444,0.012644,0,0,0
0.749333,0.203467,0,0,0
0.694889,0.3913,0,0,0
0.630222,0.284944,0,0,0
1.204667,0.3746,0,0,0
0.321222,0.834311,0,0,0
0.234,0.154289,0,0,0
0.991111,0.733956,1,0,0
-0.498889,0.061633,0,0,0
0.250111,0.567689,1,0,0
0.466111,0.434144,0,0,0
1.312444,0.674167,1,0,0
-0.690111,0.017344,0,0,0
-1.214889,0.103889,0,0,0
1.215111,0.2935,0,0,0
-1.466889,0.200833,0,0,0
1.095,0.399133,1,2,0
-0.328222,0.183689,0,0,0
0.124111,0.567489,1,2,0
-0.329778,0.078722,0,0,1
1.796222,0.869333,0,0,0
-1.586889,0.012,0,0,0
-1.711778,0.047767,0,0,0
-0.170222,0.4203,0,0,0
1.307667,0.806467,1,2,0
-0.005,0.173244,0,0,1
-0.455667,0.3437,0,0,0
1.378333,0.845789,0,2,0
0.281778,0.576389,0,0,0
-0.445111,0.441656,1,0,0
0.738889,0.136333,0,0,0
2.205556,0.979033,1,0,0
0.791444,0.751889,1,0,0
-0.269889,0.320367,0,0,0
0.810444,0.196033,0,0,0
0.553333,0.743656,0,0,0
-1.563778,0.038222,0,0,0
-0.892778,0.044889,0,0,0
0.483778,0.241556,0,0,0
-1.112667,0.287833,0,0,0
-0.509889,0.051389,0,0,0
1.838445,0.761478,0,0,0
-0.961556,0.090122,0,0,0
0.727222,0.171922,0,0,0
0.558889,0.871333,1,0,0
-1.072333,0.059,0,0,0
0.140111,0.514544,0,0,0
0.069333,0.361067,0,0,0
-0.822333,0.266544,0,0,0
0.127111,0.241644,0,0,0
-0.330222,0.364067,0,0,0
-0.358111,0.176544,0,0,0
0.308222,0.331056,0,0,0
-0.033444,0.134422,0,2,0
2.152222,0.8897,1,0,0
0.696889,0.544944,0,0,0
0.209556,0.216233,0,0,0
0.392778,0.758178,1,0,0
-0.164556,0.525911,0,0,0
-1.006667,0.088289,0,0,0
0.676889,0.284422,0,0,0
0.351667,0.594556,0,0,0
0.204333,0.515833,0,0,0
1.711333,0.649256,0,0,0
0.723667,0.651811,0,0,0
0.080333,0.208178,0,0,0
0.389,0.469711,0,0,0
0.921556,0.497956,0,0,0
-1.084778,0.006311,1,0,0
0.169556,0.608178,0,0,0
0.800111,0.642567,0,2,0
2.15,0.865478,1,0,0
0.310222,0.145856,0,0,0
-1.579111,0.031589,0,2,0
-0.494444,0.073322,0,0,0
0.601333,0.346611,1,0,0
-0.367556,0.252867,0,0,0
2.082,0.985678,1,0,0
0.613667,0.510122,0,0,0
-0.781889,0.3019,0,0,0
-1.016889,0.124511,0,0,0
0.625,0.894011,0,0,0
1.323333,0.291589,0,0,0
-0.449778,0.190844,0,0,0
-0.565778,0.361233,0,0,0
0.556889,0.992633,1,0,0
-1.922667,0.030122,0,0,0
-0.530778,0.079067,1,0,0
-0.572556,0.011711,0,0,0
0.216333,0.265656,0,0,0
0.623444,0.059367,0,0,0
-0.807889,0.042733,0,0,0
-0.040222,0.396589,0,0,0
-0.509333,0.137167,0,0,0
-0.255111,0.646644,0,0,0
-1.516,0.019811,0,0,0
-1.714222,0.020444,0,0,0
1.706889,0.689522,0,0,0
1.322,0.7192,1,0,0
1.237889,0.958533,1,0,0
1.388,0.466522,0,0,0
0.693333,0.199433,0,0,0
-0.092222,0.213244,0,2,0
-0.055778,0.393756,0,0,0
0.255778,0.319411,0,0,0
0.388667,0.497433,1,0,0
-0.272889,0.089378,0,0,0
-0.317333,0.225311,0,0,0
-1.019333,0.237411,1,0,0
-0.143444,0.054911,0,2,0
1.213778,0.7641,1,0,0
0.665222,0.415211,0,0,0
1.127445,0.650544,0,2,0
1.432667,0.840556,0,0,0
-0.724667,0.017367,1,0,0
-1.231889,0.0111,0,0,0
0.741778,0.284878,0,0,0
